ECE Drive Cycle																																		
BPM																																		
Universal_Format																																		
Duty_Cycle_Definition=0																																		
Duty_Cycle_Input_Type=1																																		
Duty_Cycle_Drive_Type=0																																		
Duty_Cycle_DC_Bus_Voltage_Definition=0																																		
Duty_Cycle_Data=																																		
Period	Elapsed Time	Time	Points	Torque [Start]	Torque [End]	Current [Start]	Current [End]	Armature Copper DC	Armature Copper AC	Aux Armature Copper	Field Copper	Stator Back Iron	Stator Tooth	Magnet	Rotor Back Iron	Embedded Magnet Pole	Rotor Tooth	Stray Load Stator Iron	Stray Load Rotor Iron	Stray Load Armature Copper	Stray Load Field Copper	Friction Front Bearing	Friction Rear Bearing	Brush Friction	Brush Electrical	Windage	Windage Exterior Fan	Encoder	Speed [Start]	Speed [End]	Fault	Ambient Temp [End]	Altitude [End]	DC Bus Voltage
2134	2134	1	1	-6	-5.408	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2036.038462	1980.2	0	0	0	0
2135	2135	1	1	-5.408	-4.112	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1980.2	1929.48	0	0	0	0
2136	2136	1	1	-4.112	-3.8	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1929.48	1882.08	0	0	0	0
2137	2137	1	1	-3.8	-3.38	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1882.08	1838	0	0	0	0
2138	2138	1	1	-3.38	-2.244	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1838	1798.08	0	0	0	0
2139	2139	1	1	-2.244	-2.052	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1798.08	1761.08	0	0	0	0
2140	2140	1	1	-2.052	-1.792	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1761.08	1726.88	0	0	0	0
2141	2141	1	1	-1.792	-0.78	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1726.88	1695.52	0	0	0	0
2142	2142	1	1	-0.78	-0.712	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1695.52	1666.24	0	0	0	0
2143	2143	1	1	-0.712	-0.538461538	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1666.24	1638.4	0	0	0	0
2144	2144	1	1	-0.538461538	-0.7	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638.4	1613.423077	0	0	0	0
2145	2145	1	1	-0.7	-0.272	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613.423077	1590.36	0	0	0	0
2146	2146	1	1	-0.272	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1590.36	1569.72	0	0	0	0
2147	2147	1	1	0	-0.628	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1569.72	1548.12	0	0	0	0
2148	2148	1	1	-0.628	-0.268	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1548.12	1525.96	0	0	0	0
2149	2149	1	1	-0.268	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1525.96	1505.52	0	0	0	0
2150	2150	1	1	0	-0.620833333	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1505.52	1485.08	0	0	0	0
2151	2151	1	1	-0.620833333	-0.264	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1485.08	1463.916667	0	0	0	0
2152	2152	1	1	-0.264	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1463.916667	1443.88	0	0	0	0
2153	2153	1	1	0	-0.615384615	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1443.88	1422.653846	0	0	0	0
2154	2154	1	1	-0.615384615	-0.276923077	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1422.653846	1401.576923	0	0	0	0
2155	2155	1	1	-0.276923077	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1401.576923	1381.884615	0	0	0	0
2156	2156	1	1	0	-0.612	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1381.884615	1361.192308	0	0	0	0
2157	2157	1	1	-0.612	-0.265384615	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361.192308	1340.4	0	0	0	0
2158	2158	1	1	-0.265384615	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1340.4	1320.653846	0	0	0	0
2159	2159	1	1	0	-0.626923077	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320.653846	1300.230769	0	0	0	0
2160	2160	1	1	-0.626923077	-0.270833333	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1300.230769	1279.884615	0	0	0	0
2161	2161	1	1	-0.270833333	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1279.884615	1260.666667	0	0	0	0
2162	2162	1	1	0	-0.632	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1260.666667	1240.48	0	0	0	0
2163	2163	1	1	-0.632	-0.26	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1240.48	1219.56	0	0	0	0
2164	2164	1	1	-0.26	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1219.56	1200	0	0	0	0
2165	2165	1	1	0	-0.628	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	1180.44	0	0	0	0
2166	2166	1	1	-0.628	-0.273076923	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1180.44	1159.84	0	0	0	0
2167	2167	1	1	-0.273076923	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1159.84	1141.038462	0	0	0	0
2168	2168	1	1	0	-0.634615385	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141.038462	1121.48	0	0	0	0
2169	2169	1	1	-0.634615385	-0.26	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121.48	1101.576923	0	0	0	0
2170	2170	1	1	-0.26	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101.576923	1082.44	0	0	0	0
2171	2171	1	1	0	-0.623076923	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1082.44	1062.96	0	0	0	0
2172	2172	1	1	-0.623076923	-0.268	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062.96	1043.076923	0	0	0	0
2173	2173	1	1	-0.268	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043.076923	1023.88	0	0	0	0
2174	2174	1	1	0	-0.616	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023.88	1005.038462	0	0	0	0
2175	2175	1	1	-0.616	-0.265384615	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005.038462	985.32	0	0	0	0
2176	2176	1	1	-0.265384615	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985.32	967.1538462	0	0	0	0
2177	2177	1	1	0	-0.628	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967.1538462	948.1923077	0	0	0	0
2178	2178	1	1	-0.628	-0.279166667	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948.1923077	928.32	0	0	0	0
2179	2179	1	1	-0.279166667	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	928.32	910.2916667	0	0	0	0
2180	2180	1	1	0	-0.62	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910.2916667	891.1538462	0	0	0	0
2181	2181	1	1	-0.62	-0.272	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891.1538462	871.48	0	0	0	0
2182	2182	1	1	-0.272	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871.48	853.12	0	0	0	0
2183	2183	1	1	0	-0.626923077	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853.12	834.52	0	0	0	0
2184	2184	1	1	-0.626923077	-0.284	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834.52	815.2307692	0	0	0	0
2185	2185	1	1	-0.284	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815.2307692	797.52	0	0	0	0
2186	2186	1	1	0	-0.623076923	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797.52	778.76	0	0	0	0
2187	2187	1	1	-0.623076923	-0.275	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778.76	759.6538462	0	0	0	0
2188	2188	1	1	-0.275	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759.6538462	741.5833333	0	0	0	0
2189	2189	1	1	0	-0.608	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741.5833333	722.8461538	0	0	0	0
2190	2190	1	1	-0.608	-0.264	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722.8461538	704.08	0	0	0	0
2191	2191	1	1	-0.264	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704.08	686.6	0	0	0	0
2192	2192	1	1	0	-0.612	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686.6	667.8076923	0	0	0	0
2193	2193	1	1	-0.612	-0.265384615	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667.8076923	648.92	0	0	0	0
2194	2194	1	1	-0.265384615	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648.92	631.6153846	0	0	0	0
2195	2195	1	1	0	-0.62	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631.6153846	613.5384615	0	0	0	0
2196	2196	1	1	-0.62	-0.268	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613.5384615	594.84	0	0	0	0
2197	2197	1	1	-0.268	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594.84	577.36	0	0	0	0
2198	2198	1	1	0	-0.616	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577.36	559.5	0	0	0	0
2199	2199	1	1	-0.616	-0.268	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559.5	541.2	0	0	0	0
2200	2200	1	1	-0.268	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541.2	523.64	0	0	0	0
2201	2201	1	1	0	-0.626923077	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523.64	505.32	0	0	0	0
2202	2202	1	1	-0.626923077	-0.268	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505.32	487.1923077	0	0	0	0
2203	2203	1	1	-0.268	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487.1923077	470.36	0	0	0	0
2204	2204	1	1	0	-0.616	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.36	452.92	0	0	0	0
2205	2205	1	1	-0.616	-0.276923077	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452.92	434.08	0	0	0	0
2206	2206	1	1	-0.276923077	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434.08	417.0769231	0	0	0	0
2207	2207	1	1	0	-0.626923077	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417.0769231	399.1923077	0	0	0	0
2208	2208	1	1	-0.626923077	-0.276	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399.1923077	380.9230769	0	0	0	0
2209	2209	1	1	-0.276	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380.9230769	364.16	0	0	0	0
2210	2210	1	1	0	-0.62	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364.16	346.4615385	0	0	0	0
2211	2211	1	1	-0.62	-0.26	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346.4615385	328.68	0	0	0	0
2212	2212	1	1	-0.26	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328.68	312.36	0	0	0	0
2213	2213	1	1	0	-0.626923077	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312.36	294.72	0	0	0	0
2214	2214	1	1	-0.626923077	-0.269230769	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294.72	276.6538462	0	0	0	0
2215	2215	1	1	-0.269230769	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.6538462	259.7307692	0	0	0	0
2216	2216	1	1	0	-0.626923077	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259.7307692	242.56	0	0	0	0
2217	2217	1	1	-0.626923077	-0.288461538	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.56	224.4615385	0	0	0	0
2218	2218	1	1	-0.288461538	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224.4615385	208.5384615	0	0	0	0
2219	2219	1	1	0	-0.636	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.5384615	190.8	0	0	0	0
2220	2220	1	1	-0.636	-0.269230769	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.8	174.08	0	0	0	0
2221	2221	1	1	-0.269230769	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174.08	157.3846154	0	0	0	0
2222	2222	1	1	0	-0.630769231	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.3846154	139.7916667	0	0	0	0
2223	2223	1	1	-0.630769231	-0.284615385	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.7916667	121.3076923	0	0	0	0
2224	2224	1	1	-0.284615385	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.3076923	104.9230769	0	0	0	0
2225	2225	1	1	0	-0.623076923	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.9230769	88.75	0	0	0	0
2226	2226	1	1	-0.623076923	-0.276923077	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.75	70.80769231	0	0	0	0
2227	2227	1	1	-0.276923077	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.80769231	55.42307692	0	0	0	0
2228	2228	1	1	0	-0.612	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.42307692	37.64	0	0	0	0
2229	2229	1	1	-0.612	-6.357692308	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.64	12.6	0	0	0	0
2230	2230	1	1	-6.357692308	-26.7	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6	3.115384615	0	0	0	0
2231	2231	1	1	-26.7	-39.932	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.115384615	62.88	0	0	0	0
2232	2232	1	1	-39.932	-44.24166667	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.88	217.88	0	0	0	0
2233	2233	1	1	-44.24166667	-44.35	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.88	405.7916667	0	0	0	0
2234	2234	1	1	-44.35	-42.868	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405.7916667	601.7692308	0	0	0	0
2235	2235	1	1	-42.868	-42.66	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601.7692308	794.32	0	0	0	0
2236	2236	1	1	-42.66	-42.51153846	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794.32	978.48	0	0	0	0
2237	2237	1	1	-42.51153846	-16.264	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978.48	1165.230769	0	0	0	0
2238	2238	1	1	-16.264	-4.930769231	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165.230769	1294.04	0	0	0	0
2239	2239	1	1	-4.930769231	-4.5	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294.04	1315.461538	0	0	0	0
2240	2240	1	1	-4.5	-5.084	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315.461538	1312.72	0	0	0	0
2241	2241	1	1	-5.084	-4.744	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1312.72	1311.56	0	0	0	0
2242	2242	1	1	-4.744	-4.5	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1311.56	1311.68	0	0	0	0
2243	2243	1	1	-4.5	-5.084615385	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1311.68	1311.576923	0	0	0	0
2244	2244	1	1	-5.084615385	-4.74	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1311.576923	1311.346154	0	0	0	0
2245	2245	1	1	-4.74	-46.384	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1311.346154	1311.68	0	0	0	0
2246	2246	1	1	-46.384	-121.15	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1311.68	1358.8	0	0	0	0
2247	2247	1	1	-121.15	-199.42	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358.8	1679.538462	0	0	0	0
2248	2248	1	1	-199.42	-166.92	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1679.538462	2403.24	0	0	0	0
2249	2249	1	1	-166.92	-88.244	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2403.24	3316.64	0	0	0	0
2250	2250	1	1	-88.244	-24.88076923	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3316.64	3963.12	0	0	0	0
2251	2251	1	1	-24.88076923	-8.084	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3963.12	4212	0	0	0	0
2252	2252	1	1	-8.084	-7.9	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4212	4233	0	0	0	0
2253	2253	1	1	-7.9	-8.416	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4233	4226.769231	0	0	0	0
2254	2254	1	1	-8.416	-8.084	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4226.769231	4225.4	0	0	0	0
2255	2255	1	1	-8.084	-7.9	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4225.4	4225.4	0	0	0	0
2256	2256	1	1	-7.9	-8.426923077	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4225.4	4225.44	0	0	0	0
2257	2257	1	1	-8.426923077	-8.08	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4225.44	4225.038462	0	0	0	0
2258	2258	1	1	-8.08	-19.088	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4225.038462	4225.64	0	0	0	0
2259	2259	1	1	-19.088	-79.41538462	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4225.64	4225.44	0	0	0	0
2260	2260	1	1	-79.41538462	-158.136	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4225.44	4367.730769	0	0	0	0
2261	2261	1	1	-158.136	-188.0846154	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4367.730769	4852.64	0	0	0	0
2262	2262	1	1	-188.0846154	-133.4769231	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4852.64	5694.730769	0	0	0	0
2263	2263	1	1	-133.4769231	-54.176	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5694.730769	6522.923077	0	0	0	0
2264	2264	1	1	-54.176	-18.868	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6522.923077	6977.08	0	0	0	0
2265	2265	1	1	-18.868	-13.4	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6977.08	7075.52	0	0	0	0
2266	2266	1	1	-13.4	-12.856	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7075.52	7064.230769	0	0	0	0
2267	2267	1	1	-12.856	-13.18846154	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7064.230769	7061.32	0	0	0	0
2268	2268	1	1	-13.18846154	-13.4	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7061.32	7060.269231	0	0	0	0
2269	2269	1	1	-13.4	-12.84615385	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7060.269231	7060.24	0	0	0	0
2270	2270	1	1	-12.84615385	-13.188	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7060.24	7060.653846	0	0	0	0
2271	2271	1	1	-13.188	-13.4	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7060.653846	7060.24	0	0	0	0
2272	2272	1	1	-13.4	-51.75769231	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7060.24	7060.32	0	0	0	0
2273	2273	1	1	-51.75769231	-123.988	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7060.32	7095.230769	0	0	0	0
2274	2274	1	1	-123.988	-144.46	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7095.230769	7385.44	0	0	0	0
2275	2275	1	1	-144.46	-117.8307692	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7385.44	8020.88	0	0	0	0
2276	2276	1	1	-117.8307692	-88.788	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8020.88	8636.038462	0	0	0	0
2277	2277	1	1	-88.788	-76.03076923	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8636.038462	9042.36	0	0	0	0
2278	2278	1	1	-76.03076923	-24.228	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9042.36	9340.846154	0	0	0	0
2279	2279	1	1	-24.228	-27.54	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9340.846154	9535.16	0	0	0	0
2280	2280	1	1	-27.54	-37.88076923	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9535.16	9372.36	0	0	0	0
2281	2281	1	1	-37.88076923	-38.4	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9372.36	9035.576923	0	0	0	0
2282	2282	1	1	-38.4	-38.6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9035.576923	8685.96	0	0	0	0
2283	2283	1	1	-38.6	-39.228	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8685.96	8333.730769	0	0	0	0
2284	2284	1	1	-39.228	-39.024	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8333.730769	7985.6	0	0	0	0
2285	2285	1	1	-39.024	-38.98846154	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7985.6	7641.68	0	0	0	0
2286	2286	1	1	-38.98846154	-38.344	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7641.68	7297.730769	0	0	0	0
2287	2287	1	1	-38.344	-38.46	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7297.730769	6959.6	0	0	0	0
2288	2288	1	1	-38.46	-12.68461538	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6959.6	6629.6	0	0	0	0
2289	2289	1	1	-12.68461538	-8.616	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6629.6	6356.307692	0	0	0	0
2290	2290	1	1	-8.616	-11.6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6356.307692	6239.8	0	0	0	0
2291	2291	1	1	-11.6	-10.996	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6239.8	6232.76	0	0	0	0
2292	2292	1	1	-10.996	-11.33846154	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6232.76	6233.8	0	0	0	0
2293	2293	1	1	-11.33846154	-11.6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6233.8	6233.538462	0	0	0	0
